
102400000, 0.499974404296875, 51197379, 25, 0.000000, 0
204800000, 0.500048349609375, 51204951, 26, 0.000000, 0
307200000, 0.499988046875000, 51198776, 25, 0.000000, 0
409600000, 0.499929033203125, 51192733, 26, 0.000000, 0
512000000, 0.500000947265625, 51200097, 25, 0.000000, 0
614400000, 0.499973427734375, 51197279, 26, 0.000000, 0
716800000, 0.499983603515625, 51198321, 26, 0.000000, 0
819200000, 0.500017792968750, 51201822, 25, 0.000000, 0
921600000, 0.499926816406250, 51192506, 26, 0.000000, 0
1024000000, 0.500049882812500, 51205108, 25, 0.000000, 1
1126400000, 0.500006220703125, 51200637, 26, 42472710655.353609, 1
1228800000, 0.500001865234375, 51200191, 25, 84945051338.151941, 1
1331200000, 0.500024248046875, 51202483, 26, 127419293299.645467, 1
1433600000, 0.500012949218750, 51201326, 26, 169892575489.364850, 1
1536000000, 0.499930478515625, 51192881, 25, 212358852257.621278, 1
1638400000, 0.500067197265625, 51206881, 26, 254836742513.205282, 1
1740800000, 0.499903251953125, 51190093, 25, 297300706538.413904, 1
1843200000, 0.499991816406250, 51199162, 26, 339772193614.806367, 1
1945600000, 0.500008242187500, 51200844, 25, 382245075968.747758, 1
2048000000, 0.499986845703125, 51198653, 26, 424716140811.922384, 0
2150400000, 0.500061044921875, 51206251, 26, 424716140811.922384, 0
2252800000, 0.499947509765625, 51194625, 25, 424716140811.922384, 0
2355200000, 0.499960771484375, 51195983, 26, 424716140811.922384, 0
2457600000, 0.500061640625000, 51206312, 25, 424716140811.922384, 0
2560000000, 0.500004619140625, 51200473, 26, 424716140811.922384, 0
2662400000, 0.499982490234375, 51198207, 25, 424716140811.922384, 0
2764800000, 0.500039804687500, 51204076, 26, 424716140811.922384, 0
2867200000, 0.500068945312500, 51207060, 26, 424716140811.922384, 0
2969600000, 0.500061728515625, 51206321, 25, 424716140811.922384, 0
3072000000, 0.500056640625000, 51205800, 26, 424716140811.922384, 1
3174400000, 0.500073427734375, 51207519, 25, 467194560310.714601, 1
3276800000, 0.500067246093750, 51206886, 26, 509672454713.972650, 1
3379200000, 0.499991669921875, 51199147, 25, 552143929358.324960, 1
3481600000, 0.500111865234375, 51211455, 26, 594625614101.482042, 1
3584000000, 0.499976660156250, 51197610, 26, 637095813935.154146, 1
3686400000, 0.499965615234375, 51196479, 25, 679565075564.952829, 1
3788800000, 0.499937148437500, 51193564, 26, 722031919100.771829, 1
3891200000, 0.499982695312500, 51198228, 25, 764502631586.958322, 1
3993600000, 0.499961406250000, 51196048, 26, 806971535687.252634, 1
4096000000, 0.499996875000000, 51199680, 25, 849443452657.987497, 0
4198400000, 0.500028583984375, 51202927, 26, 849443452657.987497, 0
4300800000, 0.499994814453125, 51199469, 26, 849443452657.987497, 0
4403200000, 0.499934658203125, 51193309, 25, 849443452657.987497, 0
4505600000, 0.499988203125000, 51198792, 26, 849443452657.987497, 0
4608000000, 0.500002177734375, 51200223, 25, 849443452657.987497, 0
4710400000, 0.500020722656250, 51202122, 26, 849443452657.987497, 0
4812800000, 0.500074843750000, 51207664, 25, 849443452657.987497, 0
4915200000, 0.499901328125000, 51189896, 26, 849443452657.987497, 0
5017600000, 0.499979189453125, 51197869, 26, 849443452657.987497, 0
5120000000, 0.499964853515625, 51196401, 25, 849443452657.987497, 1
5222400000, 0.500040175781250, 51204114, 26, 891919047786.082880, 1
5324800000, 0.500081523437500, 51208348, 25, 934398155164.576196, 1
5427200000, 0.499982900390625, 51198249, 26, 976868885070.993761, 1
5529600000, 0.500015771484375, 51201615, 25, 1019342407191.591638, 1
5632000000, 0.500032275390625, 51203305, 26, 1061817331226.023363, 1
5734400000, 0.499962929687500, 51196204, 26, 1104286364689.834298, 1
5836800000, 0.500026640625000, 51202728, 25, 1146760809692.033150, 1
5939200000, 0.500049921875000, 51205112, 26, 1189237232305.207833, 1
6041600000, 0.499968037109375, 51196727, 25, 1231706699269.040093, 1
6144000000, 0.499925966796875, 51192419, 26, 1274172592596.931130, 0
6246400000, 0.500038330078125, 51203925, 25, 1274172592596.931130, 0
6348800000, 0.500075830078125, 51207765, 26, 1274172592596.931130, 0
6451200000, 0.500059511718750, 51206094, 26, 1274172592596.931130, 0
6553600000, 0.500011669921875, 51201195, 25, 1274172592596.931130, 0
6656000000, 0.499938115234375, 51193663, 26, 1274172592596.931130, 0
6758400000, 0.500126425781250, 51212946, 25, 1274172592596.931130, 0
6860800000, 0.499935742187500, 51193420, 26, 1274172592596.931130, 0
6963200000, 0.500004208984375, 51200431, 25, 1274172592596.931130, 0
7065600000, 0.499901933593750, 51189958, 26, 1274172592596.931130, 0
7168000000, 0.499998847656250, 51199882, 26, 1274172592596.931130, 1
7270400000, 0.499988271484375, 51198799, 25, 1316643778356.879967, 1
7372800000, 0.500015449218750, 51201582, 26, 1359117272712.191949, 1
7475200000, 0.500009677734375, 51200991, 25, 1401590276812.433999, 1
7577600000, 0.499998671875000, 51199864, 26, 1444062346026.950478, 1
7680000000, 0.500028720703125, 51202941, 25, 1486536967720.062859, 1
7782400000, 0.499932558593750, 51193094, 26, 1529003420983.947472, 1
7884800000, 0.499978417968750, 51197790, 26, 1571473769743.277764, 1
7987200000, 0.500013466796875, 51201379, 25, 1613947095703.024270, 1
8089600000, 0.500041191406250, 51204218, 26, 1656422776712.083016, 1
8192000000, 0.499929345703125, 51192765, 25, 1698888957059.016686, 0
8294400000, 0.500007158203125, 51200733, 26, 1698888957059.016686, 0
8396800000, 0.499988408203125, 51198813, 25, 1698888957059.016686, 0
8499200000, 0.499978457031250, 51197794, 26, 1698888957059.016686, 0
8601600000, 0.500001796875000, 51200184, 26, 1698888957059.016686, 0
8704000000, 0.500056308593750, 51205766, 25, 1698888957059.016686, 0
8806400000, 0.499940878906250, 51193946, 26, 1698888957059.016686, 0
8908800000, 0.500028662109375, 51202935, 25, 1698888957059.016686, 0
9011200000, 0.499944863281250, 51194354, 26, 1698888957059.016686, 0
9113600000, 0.499980107421875, 51197963, 25, 1698888957059.016686, 0
9216000000, 0.500017695312500, 51201812, 26, 1698888957059.016686, 1
9318400000, 0.499974892578125, 51197429, 26, 1741359006356.282265, 1
9420800000, 0.499895087890625, 51189257, 25, 1783822276695.118950, 1
9523200000, 0.500007333984375, 51200751, 26, 1826295081707.007729, 1
9625600000, 0.500025000000000, 51202560, 25, 1868769387347.359292, 1
9728000000, 0.500049765625000, 51205096, 26, 1911245796687.977090, 1
9830400000, 0.500022646484375, 51202319, 25, 1953719902410.440575, 1
